Vehicle_ID,Region_Type,Vehicle_Type,Speed_kmph,Acceleration_mps2,RSU_Energy_Source,RSU_Power_kW,Traffic_Density_Vehicles_per_km,Distance_to_RSU_m,Signal_Strength_dBm,Packet_Size_KB,Transmission_Latency_ms,Energy_Consumption_J,Carbon_Emission_gCO2,Optimal_Route_Score,Carbon_Emission_Level
V0657,Suburban,Bus,99.87,-0.43,Hybrid,9.3,54,518.81,-53.15,999,98.79,83.6,41.8,66.94,Low
V0658,Highway,EV,49.28,-2.82,Renewable,2.49,155,927.02,-86.49,193,88.76,461.5,92.3,52.76,Low
V0659,Highway,Truck,118.0,-0.11,Hybrid,7.55,71,65.06,-46.77,707,42.49,59.29,29.64,98.89,Low
V0660,Suburban,EV,80.19,0.97,Hybrid,3.46,173,743.43,-65.02,440,70.22,483.06,241.53,65.3,Medium
V0661,Highway,EV,78.24,-2.29,Renewable,4.55,109,894.31,-68.07,862,44.58,258.06,51.61,86.09,Low
V0662,Urban,Bus,94.81,-1.27,Hybrid,5.32,61,108.59,-59.45,725,66.61,235.7,117.85,76.08,Low
V0663,Urban,EV,101.18,-0.61,Renewable,9.26,28,477.56,-58.79,218,34.4,165.4,33.08,96.75,Low
V0664,Suburban,Bus,85.65,2.52,Non-Renewable,3.94,118,244.48,-83.4,347,62.59,54.53,54.53,69.28,Low
V0665,Suburban,Car,32.81,2.96,Renewable,2.73,53,588.19,-52.19,282,54.76,173.66,34.73,89.79,Low
V0666,Suburban,Car,53.83,-2.73,Hybrid,4.55,16,667.07,-76.2,952,7.33,99.23,49.62,100.75,Low
V0667,Urban,Bus,112.81,1.57,Renewable,2.84,181,337.49,-44.75,320,80.12,346.92,69.38,79.1,Low
V0668,Highway,Car,42.46,-0.77,Hybrid,3.03,126,486.98,-49.11,109,6.13,193.58,96.79,112.54,Low
V0669,Urban,Truck,57.22,-0.65,Non-Renewable,6.59,77,315.37,-72.69,345,32.85,395.23,395.23,72.47,High
V0670,Highway,EV,63.21,1.53,Renewable,2.49,43,400.92,-49.61,516,5.56,143.11,28.62,115.98,Low
V0671,Urban,Truck,63.94,2.51,Non-Renewable,2.25,78,201.56,-72.18,284,40.74,455.11,455.11,65.78,High
V0672,Highway,EV,81.29,2.71,Hybrid,7.72,64,891.28,-84.95,726,11.0,285.34,142.67,89.89,Low
V0673,Urban,Car,114.31,0.46,Hybrid,4.89,19,59.51,-41.91,755,91.78,101.53,50.76,75.62,Low
V0674,Suburban,Truck,44.07,-0.86,Non-Renewable,3.0,51,888.29,-57.37,283,44.49,230.38,230.38,82.55,Medium
V0675,Urban,Car,32.15,1.73,Renewable,4.03,50,593.09,-67.2,417,48.65,143.04,28.61,85.64,Low
V0676,Highway,EV,39.75,-1.49,Renewable,7.14,131,365.07,-70.11,744,38.24,139.86,27.97,89.43,Low
V0677,Urban,Bus,108.69,0.38,Hybrid,4.2,147,736.9,-73.76,894,64.61,277.87,138.94,68.87,Low
V0678,Urban,Bus,84.58,-0.85,Non-Renewable,5.96,19,532.36,-40.93,281,79.52,352.35,352.35,67.16,High
V0679,Urban,Truck,48.59,0.94,Non-Renewable,2.97,111,524.15,-83.26,922,66.57,460.23,460.23,47.07,High
V0680,Suburban,Car,101.59,-1.56,Renewable,6.7,197,154.64,-74.26,540,76.08,275.97,55.19,67.07,Low
V0681,Urban,Car,106.14,-1.85,Renewable,4.53,137,420.04,-65.73,668,91.07,484.63,96.93,61.75,Low
V0682,Suburban,Truck,104.65,2.51,Renewable,7.02,188,279.01,-66.1,552,87.04,473.74,94.75,63.69,Low
V0683,Suburban,Bus,111.89,-2.39,Non-Renewable,8.47,158,64.91,-66.43,939,69.04,439.28,439.28,55.3,High
V0684,Urban,EV,45.22,0.04,Renewable,6.89,145,392.09,-81.21,784,25.39,274.99,55.0,88.95,Low
V0685,Urban,Truck,95.5,-1.67,Renewable,4.37,101,135.33,-82.75,641,65.58,113.41,22.68,69.7,Low
V0686,Urban,EV,66.05,-2.77,Hybrid,4.05,122,293.99,-77.26,795,53.08,148.06,74.03,76.13,Low
V0687,Highway,Bus,104.2,-2.78,Renewable,4.62,87,137.89,-44.27,430,73.14,341.45,68.29,82.88,Low
V0688,Urban,Car,92.85,-1.95,Renewable,3.32,94,145.89,-84.35,745,84.13,239.79,47.96,58.36,Low
V0689,Suburban,Bus,97.64,2.2,Non-Renewable,3.45,39,239.06,-52.13,477,75.56,116.06,116.06,75.35,Low
V0690,Urban,Truck,85.62,-1.31,Non-Renewable,8.33,58,999.86,-52.12,746,85.42,265.55,265.55,62.95,Medium
V0691,Highway,Car,37.74,2.7,Hybrid,5.08,18,52.07,-49.51,695,11.07,57.84,28.92,113.26,Low
V0692,Urban,Truck,74.5,0.49,Renewable,5.49,154,656.74,-45.67,781,8.0,380.25,76.05,114.36,Low
V0693,Highway,Truck,118.47,-0.38,Hybrid,6.75,78,184.18,-76.85,849,29.56,83.11,41.56,89.72,Low
V0694,Highway,Bus,113.74,0.48,Non-Renewable,6.72,67,924.6,-78.77,413,90.56,333.1,333.1,43.68,High
V0695,Urban,Truck,24.32,0.1,Hybrid,2.54,194,138.95,-66.72,251,83.25,406.85,203.42,59.84,Medium
V0696,Suburban,Bus,36.48,1.55,Non-Renewable,8.65,71,957.31,-76.75,931,69.86,109.69,109.69,66.21,Low
V0697,Highway,Car,33.17,-1.31,Hybrid,3.42,61,630.38,-53.28,195,71.57,283.39,141.7,75.49,Low
V0698,Urban,Bus,92.6,-0.88,Hybrid,7.78,198,51.2,-58.2,885,74.03,400.58,200.29,68.87,Medium
V0699,Urban,Car,101.78,2.36,Renewable,8.18,49,899.31,-46.25,688,94.55,167.29,33.46,72.93,Low
V0700,Suburban,Bus,41.35,2.68,Hybrid,7.72,175,545.63,-85.86,506,84.06,123.31,61.66,56.96,Low
V0701,Highway,EV,70.59,2.36,Renewable,6.63,180,299.54,-44.25,184,64.22,201.57,40.31,88.75,Low
V0702,Highway,EV,104.07,-0.48,Renewable,2.12,72,778.92,-75.33,675,68.24,299.61,59.92,70.22,Low
V0703,Urban,Truck,93.28,1.68,Renewable,4.88,156,930.33,-65.47,313,25.31,308.88,61.78,96.52,Low
V0704,Urban,Bus,74.22,-0.14,Renewable,6.84,59,509.51,-68.07,113,67.45,108.89,21.78,76.15,Low
V0705,Suburban,Bus,79.03,-0.01,Hybrid,5.1,170,349.78,-51.98,540,45.34,255.91,127.96,89.94,Low
V0706,Suburban,Car,70.84,-1.77,Non-Renewable,8.91,150,799.5,-68.98,696,19.53,170.73,170.73,92.21,Medium
V0707,Highway,Truck,49.75,0.55,Non-Renewable,4.47,87,697.7,-42.82,90,81.61,428.91,428.91,61.34,High
V0708,Highway,Bus,76.5,-1.88,Non-Renewable,4.35,106,894.31,-44.87,345,53.47,191.11,191.11,86.27,Medium
V0709,Urban,Truck,88.89,-1.01,Hybrid,4.13,199,707.89,-46.39,52,97.86,427.42,213.71,62.19,Medium
V0710,Highway,EV,107.33,2.13,Renewable,4.66,52,281.35,-86.44,962,31.76,242.85,48.57,83.47,Low
V0711,Suburban,Bus,83.63,-1.76,Non-Renewable,6.46,186,935.08,-47.29,755,50.66,376.96,376.96,77.18,High
V0712,Suburban,Bus,96.11,-2.57,Hybrid,7.66,45,149.59,-50.92,159,47.56,279.53,139.76,88.77,Low
V0713,Urban,Truck,36.01,-2.59,Renewable,7.3,131,304.55,-84.82,270,16.47,329.88,65.98,91.06,Low
V0714,Suburban,Bus,66.16,2.64,Non-Renewable,8.46,117,544.18,-84.63,419,45.48,227.91,227.91,68.55,Medium
V0715,Suburban,Truck,20.93,0.04,Renewable,9.09,19,587.45,-84.94,417,32.32,395.69,79.14,82.41,Low
V0716,Suburban,Bus,44.67,-0.54,Non-Renewable,8.53,104,64.55,-89.43,485,20.23,241.34,241.34,78.1,Medium
V0717,Suburban,Car,92.65,1.87,Non-Renewable,2.15,15,791.54,-62.57,967,31.8,255.86,255.86,85.02,Medium
V0718,Urban,Truck,119.18,2.01,Non-Renewable,7.89,66,393.53,-41.33,53,27.16,282.96,282.96,96.61,Medium
V0719,Urban,Bus,29.92,-1.01,Renewable,3.67,138,436.1,-68.07,293,74.74,424.32,84.86,69.35,Low
V0720,Highway,EV,60.15,1.16,Hybrid,3.06,80,818.9,-62.96,951,7.92,346.72,173.36,100.89,Medium
V0721,Suburban,Bus,100.01,1.63,Renewable,7.11,195,410.32,-41.6,215,63.66,207.12,41.42,90.3,Low
V0722,Highway,EV,40.4,0.93,Non-Renewable,4.56,30,94.86,-77.24,75,77.26,351.64,351.64,50.17,High
V0723,Urban,EV,75.51,-2.09,Renewable,2.46,101,217.62,-47.08,444,50.67,339.09,67.82,92.73,Low
V0724,Urban,Car,93.31,2.26,Hybrid,3.1,136,958.11,-62.68,523,93.5,468.96,234.48,55.19,Medium
V0725,Urban,Truck,81.6,0.23,Renewable,2.01,89,116.89,-61.53,66,72.25,428.64,85.73,73.82,Low
V0726,Urban,Bus,38.8,-1.31,Hybrid,9.23,65,387.18,-72.84,777,76.05,341.35,170.68,62.02,Medium
V0727,Urban,Car,55.54,-0.45,Hybrid,2.2,125,528.02,-61.92,141,23.71,203.68,101.84,97.09,Low
V0728,Urban,Bus,98.38,-2.77,Renewable,3.68,157,518.62,-86.34,532,78.84,400.81,80.16,58.4,Low
V0729,Urban,EV,75.42,-2.23,Non-Renewable,5.33,191,53.76,-51.77,592,84.05,308.84,308.84,61.65,High
V0730,Suburban,Truck,20.52,1.59,Hybrid,4.85,34,526.1,-75.77,254,39.32,493.37,246.68,75.12,Medium
V0731,Highway,Bus,96.1,-3.0,Renewable,9.29,165,414.58,-45.62,551,25.27,161.38,32.28,107.94,Low
V0732,Urban,Bus,23.53,-0.5,Hybrid,2.32,14,973.48,-71.61,980,41.58,85.85,42.92,86.26,Low
V0733,Suburban,EV,94.57,0.14,Non-Renewable,6.1,129,201.2,-82.86,449,75.26,81.45,81.45,61.87,Low
V0734,Suburban,Bus,40.25,-2.67,Renewable,7.44,30,386.45,-55.21,256,44.68,338.01,67.6,91.68,Low
V0735,Highway,Bus,115.81,2.84,Renewable,9.45,27,448.51,-81.77,668,74.98,472.67,94.53,61.9,Low
V0736,Urban,EV,56.79,-1.64,Renewable,6.96,184,421.16,-52.32,195,15.79,50.87,10.17,110.44,Low
V0737,Highway,Car,52.69,-1.17,Non-Renewable,8.43,66,682.54,-41.59,928,81.57,376.6,376.6,64.59,High
V0738,Urban,EV,34.89,-1.18,Hybrid,2.67,102,254.74,-51.02,150,29.05,345.68,172.84,96.32,Medium
V0739,Suburban,Car,50.56,-1.62,Renewable,5.09,28,260.02,-88.88,929,28.65,379.54,75.91,82.44,Low
V0740,Suburban,Truck,107.67,-2.99,Hybrid,4.99,137,742.75,-60.01,879,61.09,209.93,104.96,79.2,Low
V0741,Suburban,Car,119.63,1.38,Hybrid,9.09,106,525.28,-55.23,929,11.66,419.22,209.61,101.07,Medium
V0742,Suburban,Car,56.83,2.8,Non-Renewable,3.21,140,444.4,-48.73,290,7.5,70.12,70.12,113.38,Low
V0743,Highway,Truck,64.86,-1.65,Renewable,3.22,179,210.74,-87.2,972,29.8,389.94,77.99,82.6,Low
V0744,Urban,Car,92.21,0.98,Hybrid,4.63,30,228.15,-65.99,808,56.12,170.18,85.09,79.69,Low
V0745,Urban,EV,108.62,1.45,Renewable,2.44,49,60.02,-63.23,212,91.22,264.58,52.92,65.13,Low
V0746,Highway,Car,79.3,2.09,Renewable,3.46,76,136.85,-81.54,933,85.41,420.19,84.04,57.32,Low
V0747,Urban,Truck,59.15,-0.46,Non-Renewable,9.72,162,579.0,-73.88,222,51.59,172.11,172.11,73.66,Medium
V0748,Suburban,EV,61.26,-1.18,Renewable,5.43,136,897.28,-67.99,551,8.52,133.34,26.67,105.41,Low
V0749,Urban,Truck,89.56,-1.05,Renewable,7.06,64,322.81,-48.34,596,55.85,356.59,71.32,89.34,Low
V0750,Suburban,Truck,20.32,1.28,Hybrid,7.81,189,361.36,-43.53,333,71.96,290.03,145.01,80.0,Low
V0751,Highway,Bus,81.96,1.9,Non-Renewable,4.94,181,159.83,-58.58,408,37.22,281.48,281.48,83.03,Medium
V0752,Urban,Bus,55.55,-1.91,Renewable,3.18,118,419.2,-70.25,430,15.55,165.55,33.11,100.44,Low
V0753,Highway,Truck,99.42,-0.77,Hybrid,3.65,107,85.36,-77.3,919,31.46,65.7,32.85,88.98,Low
V0754,Urban,Truck,29.3,2.41,Non-Renewable,4.51,193,921.72,-40.89,954,78.3,234.62,234.62,73.67,Medium
V0755,Suburban,Truck,78.82,1.84,Non-Renewable,7.09,192,689.46,-40.85,1021,38.37,97.95,97.95,100.49,Low
V0756,Highway,Bus,68.1,2.91,Hybrid,5.19,121,991.21,-43.75,960,82.14,457.7,228.85,70.61,Medium
V0757,Urban,Bus,84.23,1.53,Hybrid,2.05,124,888.68,-50.72,582,35.35,68.56,34.28,100.25,Low
V0758,Suburban,Car,26.49,-0.64,Hybrid,6.19,126,499.34,-73.71,869,20.54,244.24,122.12,91.77,Low
V0759,Highway,Car,78.0,0.54,Hybrid,9.37,96,543.7,-49.15,212,46.41,73.51,36.76,95.38,Low
V0760,Highway,Truck,76.15,0.97,Hybrid,8.5,90,231.05,-69.56,658,47.97,92.99,46.5,83.91,Low
V0761,Urban,EV,76.07,-2.53,Renewable,8.6,75,488.94,-73.66,356,6.53,346.49,69.3,101.44,Low
V0762,Urban,EV,80.35,0.27,Renewable,8.36,28,907.88,-52.76,388,16.12,341.2,68.24,107.15,Low
V0763,Urban,Bus,87.65,1.26,Non-Renewable,4.59,144,98.31,-86.02,104,22.57,64.87,64.87,87.46,Low
V0764,Suburban,Bus,100.5,-2.0,Renewable,8.12,127,870.38,-87.57,382,15.79,50.51,10.1,92.82,Low
V0765,Urban,Bus,46.98,1.68,Renewable,3.15,51,373.9,-67.6,176,37.44,85.47,17.09,91.63,Low
V0766,Highway,Truck,102.5,0.5,Renewable,7.26,51,904.54,-67.72,989,96.64,393.35,78.67,58.89,Low
V0767,Highway,EV,69.83,2.71,Hybrid,7.13,68,943.84,-45.22,754,53.38,313.06,156.53,87.87,Medium
V0768,Urban,Car,27.71,-2.75,Non-Renewable,2.2,29,687.32,-83.69,292,64.62,67.15,67.15,67.49,Low
V0769,Urban,Truck,25.86,-1.41,Non-Renewable,8.3,82,681.2,-83.84,910,38.86,269.64,269.64,70.17,Medium
V0770,Highway,Car,53.42,0.61,Non-Renewable,9.23,26,480.12,-82.63,649,35.73,370.41,370.41,67.3,High
V0771,Suburban,Car,98.49,-1.22,Non-Renewable,4.14,36,843.76,-88.51,897,7.2,441.03,441.03,75.09,High
V0772,Urban,Truck,90.77,1.29,Renewable,8.5,184,963.53,-86.41,458,52.53,470.32,94.06,70.83,Low
V0773,Urban,Car,98.86,1.55,Renewable,2.66,11,786.33,-57.01,552,50.94,197.35,39.47,89.05,Low
V0774,Highway,EV,71.73,-2.38,Hybrid,6.8,72,640.84,-68.42,776,19.99,111.12,55.56,98.02,Low
V0775,Urban,Car,64.02,0.08,Non-Renewable,5.89,71,626.45,-51.82,653,77.61,156.62,156.62,72.45,Medium
V0776,Suburban,EV,34.75,0.05,Renewable,6.37,109,857.0,-40.37,352,51.8,399.28,79.86,94.92,Low
V0777,Highway,EV,52.82,-0.78,Renewable,9.41,28,564.14,-57.05,513,37.2,487.17,97.43,93.0,Low
V0778,Urban,EV,63.4,2.6,Hybrid,8.97,26,813.67,-87.48,284,18.96,259.88,129.94,85.28,Low
V0779,Highway,Bus,28.86,1.97,Hybrid,8.28,78,533.44,-84.77,745,57.46,187.41,93.7,69.2,Low
V0780,Urban,Car,42.06,1.18,Hybrid,4.19,176,109.32,-45.95,87,76.52,243.14,121.57,77.69,Low
V0781,Urban,Truck,79.82,1.29,Renewable,9.29,126,414.75,-63.63,188,31.79,187.17,37.43,95.42,Low
V0782,Urban,Truck,93.57,-0.23,Renewable,2.78,90,472.22,-48.76,244,25.79,165.42,33.08,106.07,Low
V0783,Suburban,Car,119.83,2.53,Hybrid,8.83,48,184.54,-47.17,576,54.58,317.19,158.6,86.2,Medium
V0784,Suburban,Bus,113.31,1.17,Non-Renewable,4.63,45,147.37,-43.62,818,19.76,57.08,57.08,110.46,Low
V0785,Highway,Bus,84.26,1.37,Hybrid,2.43,177,558.69,-42.51,696,68.33,166.8,83.4,85.41,Low
V0786,Urban,EV,62.12,2.17,Hybrid,7.35,182,130.89,-62.26,50,62.51,347.62,173.81,73.92,Medium
V0787,Urban,Car,83.62,-1.36,Hybrid,3.85,141,337.8,-72.95,610,13.27,64.43,32.22,100.28,Low
V0788,Suburban,Car,98.57,1.84,Hybrid,3.95,162,757.37,-41.91,145,8.47,87.44,43.72,117.62,Low
V0789,Urban,Truck,31.83,-1.83,Renewable,4.45,167,966.21,-62.63,762,63.93,182.03,36.41,79.9,Low
V0790,Suburban,Car,60.99,-0.93,Non-Renewable,2.51,38,731.98,-86.79,462,32.96,445.01,445.01,62.87,High
V0791,Urban,Bus,103.98,-0.99,Hybrid,3.42,60,992.99,-57.86,587,13.21,394.2,197.1,99.61,Medium
V0792,Highway,Car,58.38,2.87,Non-Renewable,2.04,161,713.42,-60.62,904,77.15,59.97,59.97,73.12,Low
V0793,Urban,Truck,77.19,2.14,Non-Renewable,5.56,23,329.1,-45.21,478,34.83,275.77,275.77,91.19,Medium
V0794,Urban,EV,78.78,1.21,Non-Renewable,2.67,78,688.45,-57.34,284,48.66,173.61,173.61,83.32,Medium
V0795,Suburban,Truck,38.45,1.36,Hybrid,7.46,155,717.05,-72.55,398,27.5,341.89,170.94,86.43,Medium
V0796,Urban,Truck,56.22,0.37,Renewable,3.88,179,403.14,-41.69,805,64.6,374.7,74.94,88.11,Low
V0797,Urban,EV,53.45,2.68,Hybrid,9.55,66,66.83,-49.92,919,33.64,438.29,219.14,92.26,Medium
V0798,Suburban,Truck,22.62,-0.02,Non-Renewable,8.97,21,718.04,-58.48,530,96.96,263.94,263.94,54.08,Medium
V0799,Highway,Truck,22.42,-0.72,Non-Renewable,4.32,26,70.62,-75.35,888,71.78,497.5,497.5,46.56,High
V0800,Highway,Car,103.17,-2.02,Renewable,8.27,39,649.63,-71.32,445,17.99,490.99,98.2,95.44,Low
V0801,Suburban,Car,47.31,1.72,Hybrid,8.43,97,205.44,-56.5,400,44.59,446.98,223.49,83.28,Medium
V0802,Suburban,EV,71.81,1.41,Non-Renewable,9.89,108,587.32,-86.4,465,41.62,308.69,308.69,65.56,High
V0803,Suburban,Car,49.87,-0.69,Renewable,6.78,32,528.72,-77.17,935,55.75,229.1,45.82,76.25,Low
V0804,Suburban,Car,114.07,-2.85,Non-Renewable,2.66,138,62.84,-54.3,965,84.98,213.97,213.97,64.66,Medium
V0805,Suburban,Truck,45.93,2.03,Renewable,7.17,88,394.72,-66.0,936,60.43,55.46,11.09,81.23,Low
V0806,Highway,Bus,62.97,-2.93,Renewable,7.0,41,621.04,-69.88,100,10.85,162.13,32.43,103.01,Low
V0807,Highway,Car,107.27,1.22,Hybrid,7.11,18,856.18,-82.43,130,67.26,373.46,186.73,60.82,Medium
V0808,Suburban,Bus,104.19,2.82,Non-Renewable,4.46,24,894.21,-67.91,85,5.79,321.63,321.63,92.07,High
V0809,Urban,Car,38.61,-0.37,Hybrid,8.88,165,509.66,-51.47,116,79.1,462.39,231.2,68.16,Medium
V0810,Suburban,Car,100.26,-1.59,Non-Renewable,9.68,161,742.0,-76.8,690,68.33,72.51,72.51,68.81,Low
V0811,Urban,EV,65.82,1.23,Hybrid,3.74,197,350.63,-89.73,931,34.33,119.87,59.94,79.97,Low
V0812,Suburban,EV,68.3,1.9,Non-Renewable,2.71,172,375.08,-56.57,716,32.78,405.16,405.16,80.07,High
V0813,Suburban,EV,33.35,0.28,Hybrid,3.56,36,234.74,-41.37,806,80.84,211.33,105.66,78.61,Low
V0814,Highway,Bus,28.06,2.8,Renewable,8.56,118,583.85,-59.66,672,79.42,103.26,20.65,74.43,Low
V0815,Urban,Truck,92.79,-2.69,Non-Renewable,7.41,85,348.84,-84.0,729,38.47,498.4,498.4,58.84,High
V0816,Urban,Car,69.65,0.03,Non-Renewable,7.09,157,130.15,-73.96,530,33.4,404.26,404.26,71.11,High
V0817,Highway,Car,63.69,1.31,Renewable,5.21,74,700.76,-46.62,517,58.18,233.93,46.79,90.26,Low
V0818,Highway,Car,92.95,2.18,Hybrid,6.62,186,722.37,-78.37,191,5.79,420.51,210.26,92.41,Medium
V0819,Highway,Bus,96.55,-1.92,Non-Renewable,4.46,118,391.99,-59.62,405,12.85,356.27,356.27,90.95,High
V0820,Highway,EV,35.89,1.8,Non-Renewable,5.82,138,122.89,-69.87,758,16.99,405.49,405.49,81.3,High
V0821,Urban,Truck,81.02,0.32,Hybrid,8.34,19,454.98,-79.61,520,22.61,416.84,208.42,83.47,Medium
V0822,Urban,Bus,33.54,-0.62,Renewable,9.85,56,470.22,-49.33,670,53.64,88.13,17.63,92.63,Low
V0823,Suburban,EV,95.14,-2.21,Hybrid,9.46,132,685.24,-52.86,937,99.26,330.34,165.17,60.68,Medium
V0824,Suburban,Bus,85.7,2.19,Hybrid,9.47,68,349.65,-56.92,640,67.0,53.05,26.52,81.71,Low
V0825,Highway,Truck,115.66,-2.06,Hybrid,5.22,105,698.47,-78.18,951,10.82,69.56,34.78,98.76,Low
V0826,Highway,EV,26.9,-1.14,Non-Renewable,5.75,199,877.91,-85.11,722,54.93,456.79,456.79,52.14,High
V0827,Highway,Bus,25.71,-1.26,Renewable,7.65,112,275.61,-61.19,488,52.18,287.4,57.48,85.44,Low
V0828,Suburban,Truck,48.22,2.23,Renewable,9.38,133,979.97,-62.32,580,18.7,381.16,76.23,100.68,Low
V0829,Suburban,Car,46.17,1.04,Hybrid,3.14,95,417.05,-80.58,176,92.43,427.33,213.66,47.81,Medium
V0830,Suburban,Truck,44.7,1.78,Non-Renewable,4.43,155,303.9,-87.19,254,46.87,477.31,477.31,54.1,High
V0831,Suburban,Car,110.63,-1.5,Hybrid,3.11,121,450.44,-85.96,78,99.48,441.21,220.6,41.25,Medium
V0832,Suburban,Bus,44.95,0.75,Non-Renewable,6.9,183,139.68,-40.36,494,44.91,267.49,267.49,88.99,Medium
V0833,Suburban,EV,47.19,0.43,Non-Renewable,4.45,169,169.42,-50.82,1015,62.76,201.19,201.19,78.15,Medium
V0834,Suburban,EV,95.94,2.0,Non-Renewable,4.61,36,443.71,-43.9,768,14.95,119.52,119.52,109.6,Low
V0835,Highway,Bus,64.97,2.44,Non-Renewable,2.57,27,774.32,-80.25,513,48.15,230.14,230.14,69.29,Medium
V0836,Highway,EV,97.67,-2.93,Renewable,4.8,176,905.3,-41.97,329,27.68,214.92,42.98,108.03,Low
V0837,Highway,EV,26.54,1.04,Non-Renewable,8.9,186,681.58,-82.87,200,84.38,301.81,301.81,46.28,High
V0838,Highway,Car,68.76,-2.69,Non-Renewable,3.86,91,149.96,-64.55,289,79.47,349.48,349.48,55.52,High
V0839,Suburban,Bus,23.36,0.29,Hybrid,7.56,181,688.42,-48.52,315,83.3,490.25,245.12,66.83,Medium
V0840,Urban,Truck,26.27,-1.27,Hybrid,7.04,81,653.66,-72.51,743,73.74,377.77,188.88,62.43,Medium
V0841,Suburban,Car,110.64,-1.16,Renewable,8.91,63,815.48,-68.76,154,84.1,339.69,67.94,65.17,Low
V0842,Urban,Bus,33.92,-0.88,Hybrid,3.06,171,833.99,-83.59,986,24.08,200.79,100.4,86.15,Low
V0843,Highway,Car,73.24,0.73,Non-Renewable,9.82,80,874.79,-83.85,482,47.94,65.53,65.53,75.83,Low
V0844,Suburban,Truck,61.11,-1.0,Hybrid,6.66,173,443.42,-59.02,962,70.73,179.66,89.83,75.63,Low
V0845,Highway,Truck,54.73,1.4,Renewable,9.96,155,712.97,-56.22,546,65.55,395.8,79.16,80.16,Low
V0846,Suburban,Bus,109.98,-0.57,Hybrid,9.29,47,304.84,-51.13,489,73.05,142.37,71.18,79.35,Low
V0847,Highway,Truck,22.18,-2.59,Hybrid,3.77,196,999.37,-62.17,797,26.3,370.48,185.24,91.5,Medium
V0848,Urban,Car,86.38,1.7,Renewable,2.45,146,216.57,-57.71,734,14.35,310.9,62.18,105.86,Low
V0849,Urban,Truck,116.34,-1.29,Renewable,4.05,188,59.61,-89.32,207,92.1,127.34,25.47,53.02,Low
V0850,Urban,Car,76.02,-0.4,Non-Renewable,6.22,44,191.37,-81.89,221,58.22,167.73,167.73,66.56,Medium
V0851,Suburban,Car,113.68,1.11,Hybrid,3.37,91,787.08,-40.75,543,19.61,273.34,136.67,107.99,Low
V0852,Urban,Truck,25.23,-1.01,Non-Renewable,3.34,142,474.44,-86.2,1019,80.38,238.27,238.27,49.8,Medium
V0853,Suburban,Bus,61.88,-2.66,Hybrid,5.7,151,475.13,-56.06,360,91.92,400.35,200.18,61.0,Medium
V0854,Urban,EV,46.02,-0.76,Hybrid,2.27,167,957.27,-81.2,452,21.11,380.48,190.24,84.33,Medium
V0855,Urban,Truck,93.08,2.67,Non-Renewable,2.98,13,923.65,-54.16,718,82.65,308.56,308.56,61.17,High
V0856,Suburban,Car,118.13,0.85,Hybrid,5.33,176,345.64,-54.7,819,93.66,420.02,210.01,60.32,Medium
V0857,Suburban,Car,45.65,1.03,Hybrid,2.51,162,248.61,-78.29,725,94.14,303.2,151.6,51.2,Medium
V0858,Urban,Truck,85.42,0.79,Hybrid,5.17,165,856.06,-76.52,708,91.84,483.98,241.99,48.72,Medium
V0859,Suburban,Bus,39.81,-1.81,Renewable,5.79,159,910.72,-57.26,952,56.91,147.75,29.55,86.44,Low
V0860,Urban,Bus,76.53,-0.49,Non-Renewable,5.61,168,564.52,-70.5,715,38.84,371.36,371.36,71.76,High
V0861,Suburban,Car,66.39,1.51,Renewable,8.95,32,647.95,-80.27,512,5.69,216.47,43.29,99.86,Low
V0862,Highway,Car,117.2,-2.39,Non-Renewable,6.24,57,294.07,-53.42,416,10.79,175.53,175.53,104.12,Medium
V0863,Highway,Bus,80.85,-1.33,Non-Renewable,5.74,157,810.76,-82.29,599,45.74,131.17,131.17,74.43,Low
V0864,Highway,EV,54.95,-1.34,Hybrid,5.29,134,650.52,-47.22,692,42.94,298.63,149.32,92.45,Low
V0865,Highway,Truck,31.41,-0.41,Non-Renewable,8.54,175,528.34,-64.27,919,22.55,146.96,146.96,94.24,Low
V0866,Highway,Car,35.12,2.88,Renewable,9.16,64,107.1,-84.71,304,42.57,140.16,28.03,79.96,Low
V0867,Urban,Car,42.53,-2.59,Renewable,8.83,77,920.14,-55.3,257,21.59,495.74,99.15,101.6,Low
V0868,Highway,Bus,45.1,0.11,Renewable,7.39,97,634.68,-64.04,499,85.64,410.79,82.16,66.05,Low
V0869,Highway,Truck,105.06,-1.92,Non-Renewable,3.1,10,233.06,-75.1,144,33.33,386.72,386.72,71.45,High
V0870,Highway,Bus,76.12,2.82,Renewable,4.21,144,626.07,-68.87,909,61.86,407.33,81.47,75.56,Low
V0871,Highway,Truck,72.34,-2.32,Non-Renewable,2.37,194,693.59,-75.08,888,52.77,486.02,486.02,56.77,High
V0872,Suburban,Truck,31.48,-0.58,Renewable,9.45,104,549.48,-76.85,527,9.93,307.97,61.59,98.53,Low
V0873,Urban,Truck,106.01,1.43,Renewable,7.29,149,732.2,-81.82,732,94.51,149.11,29.82,55.34,Low
V0874,Highway,Car,92.28,1.23,Non-Renewable,7.97,115,602.38,-71.86,811,55.09,437.99,437.99,59.63,High
V0875,Highway,EV,26.77,-0.46,Renewable,4.49,142,950.38,-77.45,239,35.88,384.23,76.85,84.49,Low
V0876,Highway,Bus,90.78,-0.92,Hybrid,8.77,117,101.01,-55.83,760,20.02,236.44,118.22,101.16,Low
